TimeSinceCollection,Timestamp,PlantarValue
1728,2923634,6;0;1;6;0;2;3;6;0;2;3;6;0;1;3;6;0;1;3;6;0;2;3;4;6;0;2;3;4;0;6;0;1;2;4;0;0;1;2;4;0;2;2;4;0
1744,2923650,7;0;2;6;0;2;3;6;0;2;2;6;0;1;3;6;0;1;2;7;0;2;2;4;6;0;3;2;4;0;6;0;0;2;4;0;0;1;2;4;0;1;3;4;0
1760,2923666,7;0;3;6;0;3;3;6;0;2;2;6;0;2;2;6;0;2;2;6;0;2;2;4;6;0;2;4;4;0;6;0;2;3;3;0;0;2;3;4;0;2;3;4;0
1776,2923682,7;0;1;6;0;1;2;6;0;2;2;6;0;1;3;6;0;1;2;6;0;2;3;4;6;0;1;3;4;0;6;0;1;2;4;0;0;1;3;4;0;2;2;4;0
1792,2923698,6;0;2;6;0;2;3;7;0;2;3;6;0;1;3;6;0;3;2;8;0;2;3;4;6;0;2;2;4;0;6;0;2;3;4;0;0;2;3;4;0;1;2;4;0
1808,2923714,6;0;2;6;0;2;3;6;1;1;2;6;0;1;2;6;0;2;2;6;0;2;3;4;5;0;2;2;4;0;6;0;2;2;4;0;0;2;0;4;0;2;2;4;4
1824,2923730,6;0;2;6;0;4;2;6;0;3;3;6;0;2;1;6;0;2;9;6;0;2;2;4;6;0;2;3;4;0;6;0;2;3;4;0;0;2;3;1;0;1;2;4;0
1840,2923746,6;0;1;6;0;2;2;6;0;2;2;7;0;1;3;6;1;2;2;6;0;2;2;4;8;0;2;3;4;0;6;0;1;2;4;0;0;2;3;4;0;2;3;4;0
1856,2923762,6;0;1;6;0;3;3;6;0;2;2;6;0;1;2;6;0;2;4;6;0;1;2;4;7;0;1;3;4;0;7;0;1;3;4;0;0;1;3;4;0;2;3;4;0
1872,2923778,6;0;2;6;0;2;3;6;1;1;3;6;0;2;3;6;0;2;3;6;0;2;3;4;6;0;1;2;4;0;6;0;2;2;4;0;0;2;2;4;0;2;2;0;3
1888,2923794,7;0;2;6;0;1;2;6;0;1;2;6;0;1;2;7;0;1;2;6;0;1;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;2;2;4;0;2;2;4;0
1904,2923810,6;0;1;6;0;2;2;6;0;1;3;6;0;1;2;6;0;2;2;6;0;1;3;4;4;0;2;2;4;0;7;0;2;3;4;0;0;2;2;4;0;2;1;4;0
1920,2923826,7;0;1;6;0;1;2;6;0;1;3;6;0;1;3;6;0;1;2;6;0;2;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;1;3;4;0;0;2;4;0
1936,2923842,6;0;2;6;0;2;3;6;0;2;2;6;0;6;2;6;0;1;3;6;0;1;3;4;6;0;2;2;4;0;7;0;2;2;4;0;0;2;3;4;0;1;2;4;0
